transaction_id,date,customer_id,channel,product_tier,revenue,approved,processing_failure,disputed
T000020311,2024-09-08,100180,Outbound,Pro,464.28,1,0,0
T000020312,2024-09-08,101058,Web,Growth,324.98,1,0,0
T000020313,2024-09-08,100497,Web,Pro,715.4,1,0,0
T000020314,2024-09-08,100989,Inbound,Pro,922.02,1,0,0
T000020315,2024-09-08,101153,Web,Growth,258.98,1,0,0
T000020316,2024-09-08,100309,Web,Growth,386.99,0,0,0
T000020317,2024-09-08,100965,Inbound,Growth,239.44,1,0,0
T000020318,2024-09-08,100293,Outbound,Growth,207.96,1,0,0
T000020319,2024-09-08,101382,Inbound,Starter,167.21,1,0,0
T000020320,2024-09-08,101326,Web,Starter,191.66,1,0,0
T000020321,2024-09-08,100940,Web,Growth,437.43,0,0,0
T000020322,2024-09-08,101300,Outbound,Growth,405.59,1,0,0
T000020323,2024-09-08,100839,Outbound,Growth,307.24,1,0,0
T000020324,2024-09-08,100401,Outbound,Growth,409.39,1,0,0
T000020325,2024-09-08,100636,Inbound,Starter,152.54,0,0,0
T000020326,2024-09-08,101010,Inbound,Growth,298.14,1,0,0
T000020327,2024-09-08,100069,Inbound,Pro,603.53,1,0,0
T000020328,2024-09-08,101001,Web,Growth,398.93,1,0,0
T000020329,2024-09-08,101487,Inbound,Pro,398.9,1,0,0
T000020330,2024-09-08,100869,Web,Growth,272.07,1,0,0
T000020331,2024-09-08,101441,Web,Pro,529.14,1,0,0
T000020332,2024-09-08,101184,Outbound,Starter,155.39,1,0,0
T000020333,2024-09-08,101332,Web,Growth,237.58,1,0,0
T000020334,2024-09-08,100765,Partner,Starter,229.41,1,0,0
T000020335,2024-09-08,100698,Web,Growth,154.88,1,0,0
T000020336,2024-09-08,101299,Outbound,Starter,181.98,1,0,0
T000020337,2024-09-08,101033,Inbound,Growth,268.64,0,0,0
T000020338,2024-09-08,101327,Web,Starter,218.31,1,0,0
T000020339,2024-09-08,100814,Web,Starter,185.33,1,0,0
T000020340,2024-09-08,100353,Inbound,Growth,326.5,1,0,0
T000020341,2024-09-08,100568,Partner,Starter,194.91,1,0,0
T000020342,2024-09-08,101042,Web,Pro,379.63,1,0,0
T000020343,2024-09-08,100016,Web,Starter,254.1,0,0,0
T000020344,2024-09-08,100288,Inbound,Growth,332.04,1,0,0
T000020345,2024-09-09,100592,Inbound,Growth,276.32,1,0,0
T000020346,2024-09-09,100626,Web,Pro,646.19,0,0,0
T000020347,2024-09-09,100318,Web,Growth,436.07,0,0,0
T000020348,2024-09-09,101406,Web,Growth,448.53,0,0,0
T000020349,2024-09-09,101317,Web,Pro,335.3,1,0,0
T000020350,2024-09-09,101400,Web,Pro,529.74,0,0,0
T000020351,2024-09-09,100368,Partner,Starter,228.23,1,0,0
T000020352,2024-09-09,101269,Inbound,Growth,362.89,1,0,0
T000020353,2024-09-09,101418,Web,Starter,192.97,1,1,0
T000020354,2024-09-09,100471,Inbound,Starter,245.57,1,0,0
T000020355,2024-09-09,101340,Inbound,Starter,188.82,1,0,0
T000020356,2024-09-09,101486,Inbound,Starter,155.06,1,0,0
T000020357,2024-09-09,101405,Inbound,Growth,227.4,1,0,0
T000020358,2024-09-09,101008,Web,Starter,195.32,1,0,0
T000020359,2024-09-09,100125,Web,Pro,485.46,0,0,0
T000020360,2024-09-09,100380,Web,Starter,214.34,1,0,0
T000020361,2024-09-09,101046,Partner,Growth,131.38,0,0,0
T000020362,2024-09-09,101284,Inbound,Starter,141.38,1,0,0
T000020363,2024-09-09,101232,Inbound,Growth,164.13,1,0,0
T000020364,2024-09-09,100380,Inbound,Starter,174.82,0,0,0
T000020365,2024-09-09,100007,Outbound,Starter,185.12,1,0,0
T000020366,2024-09-09,101159,Inbound,Pro,747.65,1,0,0
T000020367,2024-09-09,100013,Inbound,Starter,200.59,0,0,0
T000020368,2024-09-09,100274,Web,Starter,155.67,1,0,0
T000020369,2024-09-09,100876,Web,Starter,127.79,1,0,0
T000020370,2024-09-09,100316,Inbound,Growth,479.11,1,0,0
T000020371,2024-09-09,100394,Web,Growth,186.06,0,0,0
T000020372,2024-09-09,100079,Partner,Starter,175.07,1,0,0
T000020373,2024-09-09,100976,Inbound,Starter,239.99,0,0,0
T000020374,2024-09-09,100155,Web,Pro,712.42,1,0,0
T000020375,2024-09-09,100008,Outbound,Growth,323.52,1,0,0
T000020376,2024-09-09,100767,Inbound,Starter,145.74,0,0,0
T000020377,2024-09-09,100848,Inbound,Starter,96.42,1,0,0
T000020378,2024-09-09,101433,Outbound,Growth,350.13,1,0,0
T000020379,2024-09-09,101446,Web,Growth,158.59,1,0,0
T000020380,2024-09-09,100097,Web,Starter,167.03,0,0,0
T000020381,2024-09-09,100038,Web,Starter,172.06,1,0,0
T000020382,2024-09-09,100923,Inbound,Starter,172.76,0,1,0
T000020383,2024-09-09,100845,Web,Growth,364.33,1,0,0
T000020384,2024-09-09,100011,Web,Growth,324.41,1,0,0
T000020385,2024-09-09,101127,Outbound,Growth,358.42,1,0,0
T000020386,2024-09-09,100840,Inbound,Growth,453.28,1,0,0
T000020387,2024-09-09,101378,Inbound,Growth,352.26,1,0,0
T000020388,2024-09-09,100341,Outbound,Growth,387.79,1,0,0
T000020389,2024-09-09,100656,Partner,Growth,314.28,1,0,0
T000020390,2024-09-09,100951,Web,Growth,284.33,1,0,0
T000020391,2024-09-09,101246,Outbound,Growth,212.68,1,0,0
T000020392,2024-09-09,100991,Inbound,Growth,262.29,1,0,0
T000020393,2024-09-09,101317,Web,Starter,220.98,0,0,0
T000020394,2024-09-09,100828,Inbound,Starter,145.7,1,0,0
T000020395,2024-09-09,100798,Web,Starter,197.88,1,0,0
T000020396,2024-09-09,100152,Outbound,Starter,165.17,1,0,0
T000020397,2024-09-09,101384,Outbound,Growth,202.41,0,0,0
T000020398,2024-09-09,100357,Outbound,Starter,121.46,1,0,0
T000020399,2024-09-09,100750,Web,Growth,384.3,1,0,0
T000020400,2024-09-09,100337,Outbound,Starter,218.87,1,0,0
T000020401,2024-09-09,100268,Web,Starter,31.84,0,0,0
T000020402,2024-09-09,100811,Web,Growth,320.32,1,0,0
T000020403,2024-09-09,100348,Outbound,Growth,313.74,1,0,0
T000020404,2024-09-09,100803,Web,Starter,120.37,1,0,0
T000020405,2024-09-09,100597,Outbound,Pro,589.9,1,0,0
T000020406,2024-09-09,100578,Outbound,Growth,202.11,1,0,0
T000020407,2024-09-09,101273,Outbound,Starter,128.46,1,0,0
T000020408,2024-09-09,101310,Outbound,Pro,336.44,1,0,0
T000020409,2024-09-09,100932,Inbound,Starter,161.9,1,0,0
T000020410,2024-09-09,100848,Web,Pro,656.84,0,0,0
T000020411,2024-09-10,100716,Inbound,Starter,237.44,0,0,0
T000020412,2024-09-10,100367,Outbound,Starter,221.53,1,0,0
T000020413,2024-09-10,101082,Web,Pro,576.27,0,0,0
T000020414,2024-09-10,100823,Partner,Pro,687.77,0,0,0
T000020415,2024-09-10,101161,Web,Starter,165.4,1,0,0
T000020416,2024-09-10,100919,Outbound,Growth,272.28,1,0,0
T000020417,2024-09-10,101203,Inbound,Starter,196.06,1,0,0
T000020418,2024-09-10,101396,Inbound,Growth,331.57,0,0,0
T000020419,2024-09-10,100124,Inbound,Starter,115.28,0,0,0
T000020420,2024-09-10,100724,Web,Starter,210.85,1,0,0
T000020421,2024-09-10,100315,Web,Starter,223.39,1,0,0
T000020422,2024-09-10,101387,Web,Starter,182.7,1,0,0
T000020423,2024-09-10,100122,Web,Starter,134.08,0,0,0
T000020424,2024-09-10,100745,Web,Starter,168.02,1,0,0
T000020425,2024-09-10,100604,Web,Growth,293.12,0,0,0
T000020426,2024-09-10,100656,Partner,Pro,464.29,1,0,0
T000020427,2024-09-10,100464,Inbound,Starter,185.86,1,0,0
T000020428,2024-09-10,101468,Inbound,Starter,197.82,1,0,0
T000020429,2024-09-10,100012,Inbound,Starter,137.3,0,0,0
T000020430,2024-09-10,100368,Web,Pro,793.79,1,0,0
T000020431,2024-09-10,101149,Web,Starter,196.11,1,0,0
T000020432,2024-09-10,100715,Web,Starter,244.12,0,0,0
T000020433,2024-09-10,101475,Partner,Growth,446.05,1,0,0
T000020434,2024-09-10,101223,Outbound,Pro,300.03,1,0,0
T000020435,2024-09-10,100629,Web,Starter,198.98,1,0,0
T000020436,2024-09-10,100441,Inbound,Pro,307.83,1,0,0
T000020437,2024-09-10,101070,Web,Starter,220.88,1,0,0
T000020438,2024-09-10,100726,Web,Growth,368.28,1,0,0
T000020439,2024-09-10,100585,Web,Growth,298.22,1,0,0
T000020440,2024-09-10,101341,Outbound,Starter,147.81,1,0,0
T000020441,2024-09-10,100457,Web,Growth,221.11,1,0,0
T000020442,2024-09-10,100081,Web,Growth,200.9,1,0,0
T000020443,2024-09-10,100761,Partner,Growth,288.73,0,1,0
T000020444,2024-09-10,100815,Outbound,Growth,162.13,0,0,0
T000020445,2024-09-10,100667,Web,Growth,294.78,1,0,0
T000020446,2024-09-10,100200,Inbound,Starter,207.29,1,0,0
T000020447,2024-09-10,100994,Web,Pro,779.24,1,0,0
T000020448,2024-09-10,100956,Web,Starter,175.04,1,0,0
T000020449,2024-09-10,100392,Web,Pro,653.47,1,0,0
T000020450,2024-09-10,100663,Inbound,Starter,142.22,1,0,0
T000020451,2024-09-10,100126,Outbound,Starter,166.83,1,0,0
T000020452,2024-09-10,101329,Web,Growth,422.84,1,0,0
T000020453,2024-09-10,100938,Web,Starter,162.21,1,0,0
T000020454,2024-09-10,101279,Inbound,Starter,225.02,1,0,0
T000020455,2024-09-10,100852,Partner,Starter,186.47,0,0,0
T000020456,2024-09-10,100837,Inbound,Growth,324.22,1,0,0
T000020457,2024-09-10,100537,Partner,Growth,490.27,1,0,0
T000020458,2024-09-10,101071,Partner,Starter,203.22,1,1,0
T000020459,2024-09-10,100731,Outbound,Growth,361.59,1,0,0
T000020460,2024-09-10,100622,Inbound,Starter,247.06,0,0,0
T000020461,2024-09-10,101156,Web,Starter,228.56,0,0,0
T000020462,2024-09-10,100291,Outbound,Starter,221.11,1,0,0
T000020463,2024-09-10,101308,Inbound,Starter,206.95,1,0,0
T000020464,2024-09-10,101457,Inbound,Pro,458.35,1,0,0
T000020465,2024-09-10,100032,Web,Pro,908.1,1,0,0
T000020466,2024-09-10,100449,Inbound,Starter,238.43,1,0,0
T000020467,2024-09-10,100876,Inbound,Growth,409.53,0,0,0
T000020468,2024-09-10,100031,Outbound,Starter,197.21,0,0,0
T000020469,2024-09-10,100481,Outbound,Starter,196.2,1,0,0
T000020470,2024-09-10,100770,Outbound,Growth,246.61,1,0,0
T000020471,2024-09-10,100289,Web,Pro,728.96,0,0,0
T000020472,2024-09-10,101308,Partner,Starter,167.29,1,0,0
T000020473,2024-09-10,100422,Web,Growth,252.1,1,0,0
T000020474,2024-09-10,100451,Inbound,Starter,178.32,0,0,0
T000020475,2024-09-10,100668,Inbound,Starter,170.77,1,0,0
T000020476,2024-09-11,100112,Partner,Growth,414.56,1,0,0
T000020477,2024-09-11,101049,Web,Growth,330.0,0,0,0
T000020478,2024-09-11,100280,Outbound,Starter,161.02,1,0,0
T000020479,2024-09-11,100137,Inbound,Growth,364.27,1,0,0
T000020480,2024-09-11,100930,Inbound,Growth,242.16,1,0,0
T000020481,2024-09-11,101445,Web,Growth,269.76,1,0,0
T000020482,2024-09-11,100827,Inbound,Growth,283.2,1,0,0
T000020483,2024-09-11,100499,Outbound,Starter,248.71,1,0,0
T000020484,2024-09-11,101202,Web,Growth,318.36,1,0,0
T000020485,2024-09-11,101470,Inbound,Pro,476.45,1,0,0
T000020486,2024-09-11,100094,Outbound,Pro,858.41,1,0,0
T000020487,2024-09-11,100196,Web,Starter,266.97,1,0,0
T000020488,2024-09-11,100737,Web,Starter,223.16,1,0,0
T000020489,2024-09-11,100673,Partner,Growth,398.49,0,0,0
T000020490,2024-09-11,101427,Partner,Starter,218.46,1,0,0
T000020491,2024-09-11,101174,Web,Growth,355.43,1,0,0
T000020492,2024-09-11,100586,Outbound,Growth,339.95,1,0,0
T000020493,2024-09-11,100786,Inbound,Starter,228.5,1,0,0
T000020494,2024-09-11,101095,Inbound,Starter,265.17,1,0,0
T000020495,2024-09-11,100293,Outbound,Pro,602.9,1,0,0
T000020496,2024-09-11,101328,Web,Growth,389.65,0,0,0
T000020497,2024-09-11,100107,Web,Starter,245.74,1,0,0
T000020498,2024-09-11,101184,Partner,Pro,750.24,1,0,0
T000020499,2024-09-11,100036,Partner,Growth,474.48,1,1,0
T000020500,2024-09-11,100371,Inbound,Starter,191.66,0,0,0
T000020501,2024-09-11,100261,Web,Pro,563.97,0,0,0
T000020502,2024-09-11,100113,Inbound,Growth,292.14,1,0,1
T000020503,2024-09-11,100720,Web,Starter,202.07,1,0,0
T000020504,2024-09-11,101089,Web,Growth,272.2,1,0,0
T000020505,2024-09-11,100755,Outbound,Starter,141.96,1,0,0
T000020506,2024-09-11,100470,Inbound,Starter,173.17,1,0,0
T000020507,2024-09-11,100715,Web,Growth,252.2,0,0,0
T000020508,2024-09-11,100036,Web,Growth,209.7,1,0,0
T000020509,2024-09-11,101396,Partner,Growth,374.16,1,0,0
T000020510,2024-09-11,100623,Inbound,Starter,263.83,1,0,0
T000020511,2024-09-11,100818,Web,Starter,204.99,1,0,0
T000020512,2024-09-11,101379,Outbound,Starter,157.0,1,0,0
T000020513,2024-09-11,100857,Web,Pro,471.55,1,0,0
T000020514,2024-09-11,100061,Partner,Pro,697.06,0,0,0
T000020515,2024-09-11,101372,Inbound,Starter,239.24,1,0,0
T000020516,2024-09-11,100617,Web,Starter,189.04,1,0,0
T000020517,2024-09-11,100191,Inbound,Starter,229.13,1,0,0
T000020518,2024-09-11,100770,Web,Pro,647.28,1,0,0
T000020519,2024-09-11,100348,Web,Pro,660.77,0,0,0
T000020520,2024-09-11,100768,Web,Pro,647.62,1,0,0
T000020521,2024-09-11,100068,Web,Pro,658.03,0,0,0
T000020522,2024-09-11,101483,Partner,Growth,272.35,0,0,0
T000020523,2024-09-11,100152,Web,Growth,280.12,1,0,0
T000020524,2024-09-11,101173,Outbound,Starter,233.9,1,0,0
T000020525,2024-09-11,101453,Outbound,Pro,542.38,1,0,0
T000020526,2024-09-11,101004,Web,Growth,424.13,1,0,0
T000020527,2024-09-11,100628,Outbound,Growth,256.5,0,0,0
T000020528,2024-09-11,100158,Inbound,Growth,307.25,1,0,0
T000020529,2024-09-11,100968,Partner,Growth,454.76,1,0,0
T000020530,2024-09-11,101075,Web,Growth,501.81,1,0,0
T000020531,2024-09-11,100829,Web,Starter,148.36,1,0,0
T000020532,2024-09-11,101366,Inbound,Growth,488.52,1,0,0
T000020533,2024-09-11,101311,Inbound,Pro,472.06,1,0,0
T000020534,2024-09-11,100821,Inbound,Starter,199.33,1,0,0
T000020535,2024-09-11,101001,Partner,Pro,687.03,1,0,0
T000020536,2024-09-11,100030,Outbound,Growth,338.74,1,0,0
T000020537,2024-09-11,100768,Outbound,Pro,404.19,1,0,0
T000020538,2024-09-11,101476,Inbound,Starter,145.35,1,0,0
T000020539,2024-09-11,100081,Inbound,Pro,528.84,0,1,0
T000020540,2024-09-11,100292,Partner,Growth,294.05,1,0,0
T000020541,2024-09-11,100879,Outbound,Starter,139.05,0,0,0
T000020542,2024-09-11,100095,Web,Growth,82.07,1,0,0
T000020543,2024-09-11,101227,Web,Pro,564.64,0,0,0
T000020544,2024-09-11,100552,Inbound,Growth,389.12,1,1,0
T000020545,2024-09-11,100921,Inbound,Growth,315.39,1,0,0
T000020546,2024-09-11,101066,Inbound,Starter,209.68,0,0,0
T000020547,2024-09-11,100287,Web,Starter,195.29,1,0,0
T000020548,2024-09-11,101178,Web,Growth,411.16,1,0,0
T000020549,2024-09-11,100487,Inbound,Growth,321.45,1,0,0
T000020550,2024-09-11,101414,Web,Pro,455.96,1,0,0
T000020551,2024-09-12,100618,Inbound,Starter,192.71,0,0,0
T000020552,2024-09-12,100470,Inbound,Growth,420.62,1,0,0
T000020553,2024-09-12,100659,Outbound,Pro,510.48,1,0,0
T000020554,2024-09-12,101177,Outbound,Starter,190.45,1,0,0
T000020555,2024-09-12,101149,Web,Starter,160.47,1,0,0
T000020556,2024-09-12,100229,Web,Growth,193.54,1,0,0
T000020557,2024-09-12,100715,Web,Pro,491.49,1,0,0
T000020558,2024-09-12,100138,Web,Growth,376.87,1,0,0
T000020559,2024-09-12,100745,Inbound,Starter,253.25,1,0,0
T000020560,2024-09-12,100405,Web,Starter,131.12,0,0,0
T000020561,2024-09-12,100964,Inbound,Growth,223.95,1,0,0
T000020562,2024-09-12,101056,Outbound,Starter,206.22,1,0,0
T000020563,2024-09-12,100976,Inbound,Starter,196.74,1,0,0
T000020564,2024-09-12,101030,Web,Starter,164.44,1,0,0
T000020565,2024-09-12,100428,Outbound,Growth,357.71,1,0,0
T000020566,2024-09-12,100837,Inbound,Growth,339.98,1,0,0
T000020567,2024-09-12,100655,Inbound,Pro,590.83,1,0,0
T000020568,2024-09-12,100358,Outbound,Starter,96.52,1,0,0
T000020569,2024-09-12,100759,Inbound,Pro,430.23,1,0,0
T000020570,2024-09-12,100403,Inbound,Starter,155.97,1,0,0
T000020571,2024-09-12,101380,Web,Starter,126.06,1,0,0
T000020572,2024-09-12,100875,Outbound,Starter,238.48,1,0,0
T000020573,2024-09-12,100302,Inbound,Starter,214.21,1,0,0
T000020574,2024-09-12,100096,Outbound,Starter,191.81,1,0,0
T000020575,2024-09-12,101098,Web,Starter,175.49,1,0,0
T000020576,2024-09-12,101404,Outbound,Growth,265.53,1,0,0
T000020577,2024-09-12,101066,Outbound,Growth,365.78,1,0,0
T000020578,2024-09-12,101400,Inbound,Pro,553.12,1,0,0
T000020579,2024-09-12,100238,Inbound,Starter,200.66,1,0,0
T000020580,2024-09-12,100102,Outbound,Growth,315.68,0,0,0
T000020581,2024-09-12,100064,Inbound,Growth,154.26,1,0,0
T000020582,2024-09-12,101382,Web,Growth,341.46,1,0,0
T000020583,2024-09-12,100039,Inbound,Starter,135.18,1,0,0
T000020584,2024-09-12,100618,Outbound,Pro,608.56,0,0,0
T000020585,2024-09-12,100615,Outbound,Starter,101.38,1,0,0
T000020586,2024-09-12,100739,Inbound,Starter,144.3,0,0,0
T000020587,2024-09-12,100118,Outbound,Growth,307.51,0,1,0
T000020588,2024-09-12,100756,Inbound,Pro,439.7,0,0,0
T000020589,2024-09-12,101198,Web,Pro,584.52,1,0,0
T000020590,2024-09-12,101055,Inbound,Pro,710.19,1,0,0
T000020591,2024-09-12,101342,Web,Starter,152.11,1,0,0
T000020592,2024-09-12,101468,Inbound,Pro,743.01,0,0,0
T000020593,2024-09-12,100137,Web,Growth,245.99,0,0,0
T000020594,2024-09-12,100814,Web,Starter,262.08,1,0,0
T000020595,2024-09-12,101344,Web,Growth,270.78,1,0,0
T000020596,2024-09-12,100809,Partner,Starter,167.67,1,0,0
T000020597,2024-09-12,100367,Outbound,Starter,153.46,1,0,0
T000020598,2024-09-12,101411,Partner,Starter,110.94,0,0,0
T000020599,2024-09-12,100532,Outbound,Growth,102.34,0,0,0
T000020600,2024-09-12,100976,Partner,Growth,377.9,0,0,0
T000020601,2024-09-12,100663,Web,Growth,387.35,1,0,0
T000020602,2024-09-12,100244,Inbound,Starter,122.42,1,0,0
T000020603,2024-09-12,100985,Web,Starter,119.47,0,0,0
T000020604,2024-09-12,101423,Web,Starter,119.18,0,0,0
T000020605,2024-09-12,100572,Web,Starter,176.8,0,0,0
T000020606,2024-09-12,100141,Outbound,Growth,360.03,1,0,0
T000020607,2024-09-12,100639,Inbound,Starter,191.22,1,0,0
T000020608,2024-09-12,101448,Inbound,Pro,556.01,1,0,0
T000020609,2024-09-12,100467,Partner,Starter,222.4,1,0,0
T000020610,2024-09-12,101294,Inbound,Pro,389.23,0,0,0
T000020611,2024-09-12,100130,Inbound,Pro,495.39,0,0,0
T000020612,2024-09-12,100287,Web,Starter,163.1,1,0,0
T000020613,2024-09-12,101387,Web,Starter,171.22,1,0,0
T000020614,2024-09-12,100192,Partner,Starter,149.12,1,0,0
T000020615,2024-09-12,100913,Outbound,Growth,268.37,0,0,0
T000020616,2024-09-12,100849,Outbound,Starter,163.48,1,0,0
T000020617,2024-09-12,101425,Outbound,Pro,733.99,1,0,0
T000020618,2024-09-12,101407,Partner,Growth,458.98,1,0,0
T000020619,2024-09-12,100242,Inbound,Starter,219.46,1,0,0
T000020620,2024-09-12,100710,Inbound,Growth,451.16,1,0,0
T000020621,2024-09-12,100952,Web,Growth,155.21,1,0,0
T000020622,2024-09-12,101009,Web,Growth,197.06,1,0,0
T000020623,2024-09-12,101348,Web,Starter,202.24,1,0,0
T000020624,2024-09-12,100261,Inbound,Growth,475.49,1,0,0
T000020625,2024-09-12,101249,Web,Growth,336.03,1,0,0
T000020626,2024-09-12,100072,Inbound,Starter,235.73,1,0,0
T000020627,2024-09-12,100947,Outbound,Starter,176.74,1,0,0
T000020628,2024-09-12,100599,Inbound,Starter,125.49,1,0,0
T000020629,2024-09-12,101248,Inbound,Pro,639.67,0,0,0
T000020630,2024-09-13,100229,Web,Starter,174.85,1,0,0
T000020631,2024-09-13,100268,Web,Starter,173.23,1,0,0
T000020632,2024-09-13,101331,Inbound,Starter,244.73,0,0,0
T000020633,2024-09-13,100698,Partner,Starter,273.26,1,0,0
T000020634,2024-09-13,100108,Inbound,Starter,217.69,1,0,0
T000020635,2024-09-13,100896,Web,Starter,140.64,1,0,0
T000020636,2024-09-13,100241,Web,Starter,142.11,1,0,0
T000020637,2024-09-13,100806,Inbound,Starter,190.01,1,0,0
T000020638,2024-09-13,100340,Partner,Starter,172.47,0,0,0
T000020639,2024-09-13,101239,Web,Growth,275.47,1,0,0
T000020640,2024-09-13,100122,Partner,Growth,292.13,1,0,0
T000020641,2024-09-13,101107,Web,Starter,188.68,1,0,0
T000020642,2024-09-13,100859,Web,Starter,253.18,1,0,0
T000020643,2024-09-13,100444,Web,Starter,234.69,0,0,0
T000020644,2024-09-13,100856,Partner,Growth,200.26,1,0,0
T000020645,2024-09-13,101040,Web,Starter,167.42,1,0,0
T000020646,2024-09-13,100261,Web,Starter,193.05,0,0,0
T000020647,2024-09-13,100995,Partner,Pro,525.55,1,0,0
T000020648,2024-09-13,101097,Outbound,Growth,310.98,1,0,0
T000020649,2024-09-13,100132,Inbound,Pro,768.08,1,0,0
T000020650,2024-09-13,101451,Inbound,Starter,192.59,0,0,0
T000020651,2024-09-13,100279,Inbound,Starter,210.81,0,0,0
T000020652,2024-09-13,100065,Web,Starter,246.15,1,0,0
T000020653,2024-09-13,100190,Inbound,Starter,291.56,1,0,0
T000020654,2024-09-13,101114,Outbound,Starter,273.57,1,0,0
T000020655,2024-09-13,100264,Inbound,Growth,366.95,1,0,0
T000020656,2024-09-13,100990,Inbound,Starter,248.79,1,0,0
T000020657,2024-09-13,100969,Inbound,Pro,503.9,1,0,0
T000020658,2024-09-13,100358,Inbound,Growth,244.87,1,0,0
T000020659,2024-09-13,100706,Partner,Growth,398.37,0,0,0
T000020660,2024-09-13,100067,Inbound,Growth,243.81,0,0,0
T000020661,2024-09-13,100789,Inbound,Growth,346.43,1,0,0
T000020662,2024-09-13,101017,Web,Growth,320.63,1,0,0
T000020663,2024-09-13,101252,Partner,Growth,401.59,1,0,0
T000020664,2024-09-13,100966,Outbound,Starter,191.36,1,0,0
T000020665,2024-09-13,100089,Web,Starter,283.51,1,0,0
T000020666,2024-09-13,100095,Web,Growth,250.69,1,0,0
T000020667,2024-09-13,100587,Outbound,Starter,184.17,1,0,0
T000020668,2024-09-13,100706,Outbound,Growth,372.05,0,1,0
T000020669,2024-09-13,100689,Outbound,Starter,185.94,0,0,0
T000020670,2024-09-13,101395,Web,Pro,528.6,1,0,0
T000020671,2024-09-13,100523,Outbound,Starter,249.23,0,0,0
T000020672,2024-09-13,100109,Outbound,Growth,415.57,1,0,0
T000020673,2024-09-13,101406,Web,Growth,281.47,0,0,0
T000020674,2024-09-13,100428,Web,Pro,638.0,0,0,0
T000020675,2024-09-13,101087,Inbound,Growth,226.47,1,0,0
T000020676,2024-09-13,100407,Web,Growth,248.1,1,0,0
T000020677,2024-09-13,100626,Partner,Growth,282.56,1,0,0
T000020678,2024-09-13,100049,Outbound,Starter,193.68,1,0,0
T000020679,2024-09-13,101243,Web,Growth,384.13,0,0,0
T000020680,2024-09-13,100380,Web,Growth,335.17,1,0,0
T000020681,2024-09-13,101255,Outbound,Growth,279.06,0,0,0
T000020682,2024-09-13,101010,Outbound,Starter,156.57,1,0,0
T000020683,2024-09-13,100257,Outbound,Growth,400.97,1,0,0
T000020684,2024-09-13,101180,Partner,Starter,234.16,1,0,0
T000020685,2024-09-13,100572,Inbound,Growth,305.52,0,0,0
T000020686,2024-09-13,100805,Outbound,Pro,279.87,1,0,0
T000020687,2024-09-13,101104,Inbound,Starter,191.32,1,0,0
T000020688,2024-09-13,101420,Web,Starter,263.12,0,0,0
T000020689,2024-09-13,100555,Inbound,Starter,108.2,1,0,0
T000020690,2024-09-13,100974,Partner,Starter,198.83,1,0,0
T000020691,2024-09-14,100769,Partner,Growth,506.94,1,0,0
T000020692,2024-09-14,101056,Outbound,Starter,178.81,0,0,0
T000020693,2024-09-14,100411,Web,Growth,347.48,1,0,0
T000020694,2024-09-14,100380,Inbound,Growth,387.86,1,0,0
T000020695,2024-09-14,100445,Outbound,Growth,398.31,1,0,0
T000020696,2024-09-14,100082,Outbound,Growth,365.44,1,0,0
T000020697,2024-09-14,100249,Web,Starter,176.43,1,0,0
T000020698,2024-09-14,101133,Web,Growth,270.31,1,0,0
T000020699,2024-09-14,100738,Web,Starter,166.18,1,0,0
T000020700,2024-09-14,100018,Web,Pro,584.17,1,0,0
T000020701,2024-09-14,100122,Web,Pro,550.66,1,0,0
T000020702,2024-09-14,100133,Web,Starter,180.89,0,0,0
T000020703,2024-09-14,100221,Partner,Growth,324.33,0,0,0
T000020704,2024-09-14,100201,Inbound,Pro,713.34,1,0,0
T000020705,2024-09-14,100459,Web,Growth,523.13,1,0,0
T000020706,2024-09-14,101371,Web,Starter,164.63,1,0,0
T000020707,2024-09-14,100392,Outbound,Pro,476.68,0,1,0
T000020708,2024-09-14,100426,Web,Starter,135.03,0,0,0
T000020709,2024-09-14,101142,Web,Starter,211.0,1,0,0
T000020710,2024-09-14,101278,Outbound,Starter,206.62,1,0,0
T000020711,2024-09-14,100524,Web,Growth,184.19,1,0,0
T000020712,2024-09-14,100012,Web,Pro,363.41,0,0,0
T000020713,2024-09-14,100894,Inbound,Growth,384.56,0,0,0
T000020714,2024-09-14,100781,Web,Growth,351.06,1,0,0
T000020715,2024-09-14,100546,Inbound,Starter,175.26,1,0,0
T000020716,2024-09-14,100454,Partner,Growth,392.23,1,0,0
T000020717,2024-09-14,101336,Web,Growth,177.17,1,0,0
T000020718,2024-09-14,101114,Web,Growth,283.08,1,0,0
T000020719,2024-09-14,101023,Partner,Growth,253.31,0,0,0
T000020720,2024-09-14,100981,Outbound,Starter,208.11,0,0,0
T000020721,2024-09-14,101157,Web,Growth,282.73,1,0,0
T000020722,2024-09-14,100825,Web,Starter,177.08,1,0,0
T000020723,2024-09-14,101429,Partner,Starter,175.5,0,0,0
T000020724,2024-09-14,101026,Partner,Starter,278.34,1,0,0
T000020725,2024-09-14,101405,Outbound,Starter,170.54,0,0,0
T000020726,2024-09-14,101482,Inbound,Growth,422.11,1,0,0
T000020727,2024-09-14,101055,Web,Growth,313.14,0,0,0
T000020728,2024-09-14,100224,Inbound,Growth,297.87,1,0,0
T000020729,2024-09-14,100554,Partner,Growth,328.77,1,0,0
T000020730,2024-09-14,101035,Web,Starter,96.61,1,0,0
T000020731,2024-09-14,100930,Outbound,Growth,287.36,1,0,0
